ROOM_CODE|ROOM_DESCRIPTION|ROOM_TYPE|ROOM_TYPEDESCRIPTION|ROOM_CHARACTERISTIC|ROOM_CHARACTERISTICDESCRIPTION|
STU.NC|STUDIO NO AIR CONDITIONING|STU|STUDIO|NC|NO AIR CONDITIONING|
STU.NM|STUDIO NON SMOKING|STU|STUDIO|NM|NON SMOKING|
STU.NM-1|STUDIO NON SMOKING|STU|STUDIO|NM-1|NON SMOKING|
STU.NM-QN|STUDIO QUEEN BED NON SMOKING|STU|STUDIO|NM-QN|QUEEN BED NON SMOKING|
STU.OF|STUDIO OCEAN FRONT|STU|STUDIO|OF|OCEAN FRONT|
STU.OF-1|STUDIO OCEAN FRONT|STU|STUDIO|OF-1|OCEAN FRONT|
STU.OF-7|STUDIO OCEAN FRONT|STU|STUDIO|OF-7|OCEAN FRONT|
STU.OF-PI|STUDIO PREMIUM OCEAN FRONT|STU|STUDIO|OF-PI|PREMIUM OCEAN FRONT|
STU.OF-SU|STUDIO SUPERIOR OCEAN FRONT|STU|STUDIO|OF-SU|SUPERIOR OCEAN FRONT|
STU.OM|STUDIO COMFORT|STU|STUDIO|OM|COMFORT|
STU.OM-1|STUDIO COMFORT|STU|STUDIO|OM-1|COMFORT|
STU.OM-2|STUDIO COMFORT|STU|STUDIO|OM-2|COMFORT|
STU.OM-VM|STUDIO COMFORT SEA VIEW|STU|STUDIO|OM-VM|COMFORT SEA VIEW|
STU.OV|STUDIO OCEAN VIEW|STU|STUDIO|OV|OCEAN VIEW|
STU.OV-1|STUDIO OCEAN VIEW|STU|STUDIO|OV-1|OCEAN VIEW|
STU.OV-2|STUDIO OCEAN VIEW|STU|STUDIO|OV-2|OCEAN VIEW|
STU.OV-PI|STUDIO PREMIUM OCEAN VIEW|STU|STUDIO|OV-PI|PREMIUM OCEAN VIEW|
STU.OV-QN|STUDIO OCEAN VIEW QUEEN BED|STU|STUDIO|OV-QN|OCEAN VIEW QUEEN BED|
STU.OV-SU|STUDIO SUPERIOR OCEAN VIEW|STU|STUDIO|OV-SU|SUPERIOR OCEAN VIEW|
STU.PE|STUDIO PREMIER|STU|STUDIO|PE|PREMIER|
STU.PE-1|STUDIO PREMIER|STU|STUDIO|PE-1|PREMIER|
STU.PE-QN|STUDIO PREMIER QUEEN BED|STU|STUDIO|PE-QN|PREMIER QUEEN BED|
STU.PE-VM|STUDIO PREMIER SEA VIEW|STU|STUDIO|PE-VM|PREMIER SEA VIEW|
STU.PI|STUDIO PREMIUM|STU|STUDIO|PI|PREMIUM|
STU.PI-1|STUDIO PREMIUM|STU|STUDIO|PI-1|PREMIUM|
STU.PI-4|STUDIO PREMIUM|STU|STUDIO|PI-4|PREMIUM|
STU.PI-QN|STUDIO PREMIUM QUEEN BED|STU|STUDIO|PI-QN|PREMIUM QUEEN BED|
STU.PI-VM|STUDIO PREMIUM SEA VIEW|STU|STUDIO|PI-VM|PREMIUM SEA VIEW|
STU.PO|STUDIO PARTIAL OCEAN VIEW|STU|STUDIO|PO|PARTIAL OCEAN VIEW|
STU.PO-1|STUDIO PARTIAL OCEAN VIEW|STU|STUDIO|PO-1|PARTIAL OCEAN VIEW|
STU.PO-SU|STUDIO SUPERIOR PARTIAL OCEAN VIEW|STU|STUDIO|PO-SU|SUPERIOR PARTIAL OCEAN VIEW|
STU.PP|STUDIO WITH PRIVATE POOL|STU|STUDIO|PP|WITH PRIVATE POOL|
STU.PP-SU|STUDIO SUPERIOR WITH PRIVATE POOL|STU|STUDIO|PP-SU|SUPERIOR WITH PRIVATE POOL|
STU.PP-VM|STUDIO SEA VIEW WITH PRIVATE POOL|STU|STUDIO|PP-VM|SEA VIEW WITH PRIVATE POOL|
STU.PR|STUDIO PROMO|STU|STUDIO|PR|PROMO|
STU.PR-1|STUDIO PROMO|STU|STUDIO|PR-1|PROMO|
STU.PR-2|STUDIO PROMO|STU|STUDIO|PR-2|PROMO|
STU.PS|STUDIO PARTIAL SEA VIEW|STU|STUDIO|PS|PARTIAL SEA VIEW|
STU.PS-1|STUDIO PARTIAL SEA VIEW|STU|STUDIO|PS-1|PARTIAL SEA VIEW|
STU.PT|STUDIO PRESTIGE|STU|STUDIO|PT|PRESTIGE|
STU.PV|STUDIO PARK VIEW|STU|STUDIO|PV|PARK VIEW|
STU.PV-3|STUDIO PARK VIEW|STU|STUDIO|PV-3|PARK VIEW|
STU.QN|STUDIO QUEEN SIZE BED|STU|STUDIO|QN|QUEEN SIZE BED|
STU.QN-1|STUDIO QUEEN SIZE BED|STU|STUDIO|QN-1|QUEEN SIZE BED|
STU.QN-2|STUDIO QUEEN SIZE BED|STU|STUDIO|QN-2|QUEEN SIZE BED|
STU.QN-3|STUDIO QUEEN SIZE BED|STU|STUDIO|QN-3|QUEEN SIZE BED|
STU.QN-4|STUDIO QUEEN SIZE BED|STU|STUDIO|QN-4|QUEEN SIZE BED|
STU.QN-SU|STUDIO SUPERIOR QUEEN BED|STU|STUDIO|QN-SU|SUPERIOR QUEEN BED|
STU.RE|STUDIO RESORT VIEW|STU|STUDIO|RE|RESORT VIEW|
STU.RO|STUDIO RUN OF HOUSE|STU|STUDIO|RO|RUN OF HOUSE|
STU.RO-1|STUDIO RUN OF HOUSE|STU|STUDIO|RO-1|RUN OF HOUSE|
STU.RV|STUDIO RIVER VIEW|STU|STUDIO|RV|RIVER VIEW|
STU.RV-1|STUDIO RIVER VIEW|STU|STUDIO|RV-1|RIVER VIEW|
STU.SD|STUDIO SEMIDOUBLE|STU|STUDIO|SD|SEMIDOUBLE|
STU.SF|STUDIO SEA FRONT|STU|STUDIO|SF|SEA FRONT|
STU.SS|STUDIO SIDE SEA VIEW|STU|STUDIO|SS|SIDE SEA VIEW|
STU.SS-1|STUDIO SIDE SEA VIEW|STU|STUDIO|SS-1|SIDE SEA VIEW|
STU.SS-2|STUDIO SIDE SEA VIEW|STU|STUDIO|SS-2|SIDE SEA VIEW|
STU.SS-3|STUDIO SIDE SEA VIEW|STU|STUDIO|SS-3|SIDE SEA VIEW|
STU.SS-SU|STUDIO SUPERIOR SIDE SEA VIEW|STU|STUDIO|SS-SU|SUPERIOR SIDE SEA VIEW|
STU.ST|STUDIO STANDARD|STU|STUDIO|ST|STANDARD|
STU.ST-1|STUDIO STANDARD|STU|STUDIO|ST-1|STANDARD|
STU.ST-10|STUDIO STANDARD|STU|STUDIO|ST-10|STANDARD|
STU.ST-2|STUDIO STANDARD|STU|STUDIO|ST-2|STANDARD|
STU.ST-3|STUDIO STANDARD|STU|STUDIO|ST-3|STANDARD|
STU.ST-4|STUDIO STANDARD|STU|STUDIO|ST-4|STANDARD|
STU.ST-5|STUDIO STANDARD|STU|STUDIO|ST-5|STANDARD|
STU.ST-6|STUDIO STANDARD|STU|STUDIO|ST-6|STANDARD|
STU.ST-7|STUDIO STANDARD|STU|STUDIO|ST-7|STANDARD|
STU.ST-8|STUDIO STANDARD|STU|STUDIO|ST-8|STANDARD|
STU.ST-9|STUDIO STANDARD|STU|STUDIO|ST-9|STANDARD|
STU.SU|STUDIO SUPERIOR|STU|STUDIO|SU|SUPERIOR|
STU.SU-1|STUDIO SUPERIOR|STU|STUDIO|SU-1|SUPERIOR|
STU.SU-2|STUDIO SUPERIOR|STU|STUDIO|SU-2|SUPERIOR|
STU.SU-3|STUDIO SUPERIOR|STU|STUDIO|SU-3|SUPERIOR|
STU.SU-4|STUDIO SUPERIOR|STU|STUDIO|SU-4|SUPERIOR|
STU.SU-5|STUDIO SUPERIOR|STU|STUDIO|SU-5|SUPERIOR|
STU.SU-6|STUDIO SUPERIOR|STU|STUDIO|SU-6|SUPERIOR|
STU.SU-TR|STUDIO SUPERIOR WITH TERRACE|STU|STUDIO|SU-TR|SUPERIOR WITH TERRACE|
STU.SU-VL|STUDIO SUPERIOR LAGOON VIEW|STU|STUDIO|SU-VL|SUPERIOR LAGOON VIEW|
STU.SU-VM|STUDIO SUPERIOR SEA VIEW|STU|STUDIO|SU-VM|SUPERIOR SEA VIEW|
STU.SU-VN|STUDIO SUPERIOR MOUNTAIN VIEW|STU|STUDIO|SU-VN|SUPERIOR MOUNTAIN VIEW|
STU.SU-VP|STUDIO SUPERIOR POOL VIEW|STU|STUDIO|SU-VP|SUPERIOR POOL VIEW|
STU.SU-WV|STUDIO SUPERIOR WITH VIEWS|STU|STUDIO|SU-WV|SUPERIOR WITH VIEWS|
STU.TR|STUDIO WITH TERRACE|STU|STUDIO|TR|WITH TERRACE|
STU.TR-1|STUDIO WITH TERRACE|STU|STUDIO|TR-1|WITH TERRACE|
STU.TR-2|STUDIO WITH TERRACE|STU|STUDIO|TR-2|WITH TERRACE|
STU.TR-VM|STUDIO SEA VIEW WITH TERRACE|STU|STUDIO|TR-VM|SEA VIEW WITH TERRACE|
STU.VG|STUDIO GOLF VIEW|STU|STUDIO|VG|GOLF VIEW|
STU.VL|STUDIO LAGOON VIEW|STU|STUDIO|VL|LAGOON VIEW|
STU.VM|STUDIO SEA VIEW|STU|STUDIO|VM|SEA VIEW|
STU.VM-1|STUDIO SEA VIEW|STU|STUDIO|VM-1|SEA VIEW|
STU.VM-2|STUDIO SEA VIEW|STU|STUDIO|VM-2|SEA VIEW|
STU.VM-3|STUDIO SEA VIEW|STU|STUDIO|VM-3|SEA VIEW|
STU.VM-4|STUDIO SEA VIEW|STU|STUDIO|VM-4|SEA VIEW|
STU.VM-VP|STUDIO SEA VIEW POOL VIEW|STU|STUDIO|VM-VP|SEA VIEW POOL VIEW|
STU.VN|STUDIO MOUNTAIN VIEW|STU|STUDIO|VN|MOUNTAIN VIEW|
STU.VN-1|STUDIO MOUNTAIN VIEW|STU|STUDIO|VN-1|MOUNTAIN VIEW|
STU.VP|STUDIO POOL VIEW|STU|STUDIO|VP|POOL VIEW|
STU.VP-1|STUDIO POOL VIEW|STU|STUDIO|VP-1|POOL VIEW|
STU.VP-2|STUDIO POOL VIEW|STU|STUDIO|VP-2|POOL VIEW|
STU.VP-3|STUDIO POOL VIEW|STU|STUDIO|VP-3|POOL VIEW|
STU.VP-4|STUDIO POOL VIEW|STU|STUDIO|VP-4|POOL VIEW|
STU.VP-5|STUDIO POOL VIEW|STU|STUDIO|VP-5|POOL VIEW|
STU.VQ|STUDIO CANAL VIEW|STU|STUDIO|VQ|CANAL VIEW|
STU.WB|STUDIO WITHOUT BALCONY|STU|STUDIO|WB|WITHOUT BALCONY|
STU.WV|STUDIO WITH VIEWS|STU|STUDIO|WV|WITH VIEWS|
STU.Z1|STUDIO BASIC|STU|STUDIO|Z1|BASIC|
STU.Z1-1|STUDIO BASIC|STU|STUDIO|Z1-1|BASIC|
SUI.1B|SUITE ONE BED|SUI|SUITE|1B|ONE BED|
SUI.1B-1|SUITE ONE BED|SUI|SUITE|1B-1|ONE BED|
SUI.1B-DX|SUITE DELUXE ONE BED|SUI|SUITE|1B-DX|DELUXE ONE BED|
SUI.1W-B1|SUITE ONE BEDROOM ONE BATHROOM|SUI|SUITE|1W-B1|ONE BEDROOM ONE BATHROOM|
SUI.1W-B2|SUITE TWO BEDROOMS ONE BATHROOM|SUI|SUITE|1W-B2|TWO BEDROOMS ONE BATHROOM|
SUI.1W-B3|SUITE THREE BEDROOMS ONE BATHROOM|SUI|SUITE|1W-B3|THREE BEDROOMS ONE BATHROOM|
SUI.2B|SUITE TWO BEDS|SUI|SUITE|2B|TWO BEDS|
SUI.2B-1|SUITE TWO BEDS|SUI|SUITE|2B-1|TWO BEDS|
SUI.2B-2|SUITE TWO BEDS|SUI|SUITE|2B-2|TWO BEDS|
SUI.2B-CV|SUITE CITY VIEW TWO BEDS|SUI|SUITE|2B-CV|CITY VIEW TWO BEDS|
SUI.2B-DX|SUITE DELUXE TWO BEDS|SUI|SUITE|2B-DX|DELUXE TWO BEDS|
SUI.2D|SUITE TWO DOUBLE BEDS|SUI|SUITE|2D|TWO DOUBLE BEDS|
SUI.2D-1|SUITE TWO DOUBLE BEDS|SUI|SUITE|2D-1|TWO DOUBLE BEDS|
SUI.2D-2|SUITE TWO DOUBLE BEDS|SUI|SUITE|2D-2|TWO DOUBLE BEDS|
SUI.2D-3|SUITE TWO DOUBLE BEDS|SUI|SUITE|2D-3|TWO DOUBLE BEDS|
SUI.2D-4|SUITE TWO DOUBLE BEDS|SUI|SUITE|2D-4|TWO DOUBLE BEDS|
SUI.2D-AS|SUITE CLASSIC TWO DOUBLE BEDS|SUI|SUITE|2D-AS|CLASSIC TWO DOUBLE BEDS|
SUI.2D-B1|SUITE TWO DOUBLE BEDS ONE BEDROOM |SUI|SUITE|2D-B1|TWO DOUBLE BEDS ONE BEDROOM |
SUI.2D-CV|SUITE CITY VIEW TWO DOUBLE BEDS|SUI|SUITE|2D-CV|CITY VIEW TWO DOUBLE BEDS|
SUI.2D-DX|SUITE DELUXE TWO DOUBLE BEDS|SUI|SUITE|2D-DX|DELUXE TWO DOUBLE BEDS|
SUI.2D-EJ|SUITE EXECUTIVE 2 DOUBLE BEDS|SUI|SUITE|2D-EJ|EXECUTIVE 2 DOUBLE BEDS|
SUI.2D-NM|SUITE TWO DOUBLE BEDS NON SMOKING|SUI|SUITE|2D-NM|TWO DOUBLE BEDS NON SMOKING|
SUI.2D-OF|SUITE OCEAN FRONT TWO DOUBLE BEDS|SUI|SUITE|2D-OF|OCEAN FRONT TWO DOUBLE BEDS|
SUI.2D-OV|SUITE OCEAN VIEW TWO DOUBLE BEDS|SUI|SUITE|2D-OV|OCEAN VIEW TWO DOUBLE BEDS|
SUI.2D-PO|SUITE PARTIAL OCEAN VIEW TWO DOUBLE BEDS|SUI|SUITE|2D-PO|PARTIAL OCEAN VIEW TWO DOUBLE BEDS|
SUI.2D-SU|SUITE SUPERIOR TWO DOUBLE BEDS|SUI|SUITE|2D-SU|SUPERIOR TWO DOUBLE BEDS|
SUI.2D-VP|SUITE POOL VIEW TWO DOUBLE BEDS|SUI|SUITE|2D-VP|POOL VIEW TWO DOUBLE BEDS|
SUI.2K|SUITE TWO KING BEDS|SUI|SUITE|2K|TWO KING BEDS|
SUI.2K-1|SUITE TWO KING BEDS|SUI|SUITE|2K-1|TWO KING BEDS|
SUI.2Q|SUITE TWO QUEEN BEDS|SUI|SUITE|2Q|TWO QUEEN BEDS|
SUI.2Q-1|SUITE TWO QUEEN BEDS|SUI|SUITE|2Q-1|TWO QUEEN BEDS|
SUI.2Q-2|SUITE TWO QUEEN BEDS|SUI|SUITE|2Q-2|TWO QUEEN BEDS|
SUI.2Q-3|SUITE TWO QUEEN BEDS|SUI|SUITE|2Q-3|TWO QUEEN BEDS|
SUI.2Q-4|SUITE TWO QUEEN BEDS|SUI|SUITE|2Q-4|TWO QUEEN BEDS|
SUI.2Q-5|SUITE TWO QUEEN BEDS|SUI|SUITE|2Q-5|TWO QUEEN BEDS|
SUI.2Q-AS|SUITE CLASSIC TWO QUEEN BEDS|SUI|SUITE|2Q-AS|CLASSIC TWO QUEEN BEDS|
SUI.2Q-B1|SUITE TWO QUEEN BEDS ONE BEDROOM|SUI|SUITE|2Q-B1|TWO QUEEN BEDS ONE BEDROOM|
SUI.2Q-CB|SUITE CLUB TWO QUEEN BEDS|SUI|SUITE|2Q-CB|CLUB TWO QUEEN BEDS|
SUI.2Q-CV|SUITE CITY VIEW TWO QUEEN BEDS|SUI|SUITE|2Q-CV|CITY VIEW TWO QUEEN BEDS|
SUI.2Q-DX|SUITE DELUXE TWO QUEEN BEDS|SUI|SUITE|2Q-DX|DELUXE TWO QUEEN BEDS|
SUI.2Q-EJ|SUITE EXECUTIVE TWO QUEEN BEDS|SUI|SUITE|2Q-EJ|EXECUTIVE TWO QUEEN BEDS|
SUI.2Q-GV|SUITE GARDEN VIEW TWO QUEEN BEDS|SUI|SUITE|2Q-GV|GARDEN VIEW TWO QUEEN BEDS|
SUI.2Q-NM|SUITE TWO QUEEN BEDS NON SMOKING|SUI|SUITE|2Q-NM|TWO QUEEN BEDS NON SMOKING|
SUI.2Q-OV|SUITE OCEAN VIEW TWO QUEEN BEDS|SUI|SUITE|2Q-OV|OCEAN VIEW TWO QUEEN BEDS|
SUI.2W-B1|SUITE ONE BEDROOM TWO BATHROOMS|SUI|SUITE|2W-B1|ONE BEDROOM TWO BATHROOMS|
SUI.2W-B2|SUITE TWO BEDROOMS TWO BATHROOMS|SUI|SUITE|2W-B2|TWO BEDROOMS TWO BATHROOMS|
SUI.2W-B3|SUITE THREE BEDROOMS TWO BATHROOMS|SUI|SUITE|2W-B3|THREE BEDROOMS TWO BATHROOMS|
SUI.3B|SUITE THREE BEDS|SUI|SUITE|3B|THREE BEDS|
SUI.3W-B1|SUITE ONE BEDROOM THREE BATHROOMS|SUI|SUITE|3W-B1|ONE BEDROOM THREE BATHROOMS|
SUI.3W-B2|SUITE TWO BEDROOMS THREE BATHROOMS|SUI|SUITE|3W-B2|TWO BEDROOMS THREE BATHROOMS|
SUI.3W-B3|SUITE THREE BEDROOMS THREE BATHROOMS|SUI|SUITE|3W-B3|THREE BEDROOMS THREE BATHROOMS|
SUI.3W-B4|SUITE FOUR BEDROOMS THREE BATHROOMS|SUI|SUITE|3W-B4|FOUR BEDROOMS THREE BATHROOMS|
SUI.AC|SUITE WITH AIR CONDITIONING|SUI|SUITE|AC|WITH AIR CONDITIONING|
SUI.AC-B1|SUITE ONE BEDROOM WITH AIR CONDITIONING|SUI|SUITE|AC-B1|ONE BEDROOM WITH AIR CONDITIONING|
SUI.AC-DX|SUITE DELUXE WITH AIR CONDITIONING|SUI|SUITE|AC-DX|DELUXE WITH AIR CONDITIONING|
SUI.AC-SU|SUITE SUPERIOR WITH AIR CONDITIONING|SUI|SUITE|AC-SU|SUPERIOR WITH AIR CONDITIONING|
SUI.AC-VM|SUITE SEA VIEW WITH AIR CONDITIONING|SUI|SUITE|AC-VM|SEA VIEW WITH AIR CONDITIONING|
SUI.AS|SUITE CLASSIC|SUI|SUITE|AS|CLASSIC|
SUI.AS-1|SUITE CLASSIC|SUI|SUITE|AS-1|CLASSIC|
SUI.AS-2|SUITE CLASSIC|SUI|SUITE|AS-2|CLASSIC|
SUI.AS-3|SUITE CLASSIC|SUI|SUITE|AS-3|CLASSIC|
SUI.AS-4|SUITE CLASSIC|SUI|SUITE|AS-4|CLASSIC|
SUI.AS-5|SUITE CLASSIC|SUI|SUITE|AS-5|CLASSIC|
SUI.AS-6|SUITE CLASSIC|SUI|SUITE|AS-6|CLASSIC|
SUI.AS-B1|SUITE CLASSIC ONE BEDROOM|SUI|SUITE|AS-B1|CLASSIC ONE BEDROOM|
SUI.AS-B2|SUITE CLASSIC TWO BEDROOMS|SUI|SUITE|AS-B2|CLASSIC TWO BEDROOMS|
SUI.AS-BL|SUITE CLASSIC WITH BALCONY|SUI|SUITE|AS-BL|CLASSIC WITH BALCONY|
SUI.AS-CV|SUITE CLASSIC CITY VIEW|SUI|SUITE|AS-CV|CLASSIC CITY VIEW|
SUI.AS-DB|SUITE CLASSIC DOUBLE BED|SUI|SUITE|AS-DB|CLASSIC DOUBLE BED|
SUI.AS-DX|SUITE CLASSIC DELUXE|SUI|SUITE|AS-DX|CLASSIC DELUXE|
SUI.AS-GV|SUITE CLASSIC GARDEN VIEW|SUI|SUITE|AS-GV|CLASSIC GARDEN VIEW|
SUI.AS-KG|SUITE CLASSIC KING BED|SUI|SUITE|AS-KG|CLASSIC KING BED|
SUI.AS-OF|SUITE CLASSIC OCEAN FRONT|SUI|SUITE|AS-OF|CLASSIC OCEAN FRONT|
SUI.AS-QN|SUITE CLASSIC QUEEN BED|SUI|SUITE|AS-QN|CLASSIC QUEEN BED|
SUI.AS-TR|SUITE CLASSIC WITH TERRACE|SUI|SUITE|AS-TR|CLASSIC WITH TERRACE|
SUI.AS-VM|SUITE CLASSIC SEA VIEW|SUI|SUITE|AS-VM|CLASSIC SEA VIEW|
SUI.AS-VN|SUITE CLASSIC MOUNTAIN VIEW|SUI|SUITE|AS-VN|CLASSIC MOUNTAIN VIEW|
SUI.AS-VP|SUITE CLASSIC POOL VIEW|SUI|SUITE|AS-VP|CLASSIC POOL VIEW|
SUI.AX|SUITE ANNEX|SUI|SUITE|AX|ANNEX|
SUI.AX-1|SUITE ANNEX|SUI|SUITE|AX-1|ANNEX|
SUI.B1|SUITE ONE BEDROOM|SUI|SUITE|B1|ONE BEDROOM|
SUI.B1-1|SUITE ONE BEDROOM|SUI|SUITE|B1-1|ONE BEDROOM|
SUI.B1-10|SUITE ONE BEDROOM|SUI|SUITE|B1-10|ONE BEDROOM|
SUI.B1-2|SUITE ONE BEDROOM|SUI|SUITE|B1-2|ONE BEDROOM|
SUI.B1-3|SUITE ONE BEDROOM|SUI|SUITE|B1-3|ONE BEDROOM|
SUI.B1-4|SUITE ONE BEDROOM|SUI|SUITE|B1-4|ONE BEDROOM|
SUI.B1-5|SUITE ONE BEDROOM|SUI|SUITE|B1-5|ONE BEDROOM|
SUI.B1-6|SUITE ONE BEDROOM|SUI|SUITE|B1-6|ONE BEDROOM|
SUI.B1-7|SUITE ONE BEDROOM|SUI|SUITE|B1-7|ONE BEDROOM|
SUI.B1-8|SUITE ONE BEDROOM|SUI|SUITE|B1-8|ONE BEDROOM|
SUI.B1-9|SUITE ONE BEDROOM|SUI|SUITE|B1-9|ONE BEDROOM|
SUI.B1-C1|SUITE CAPACITY 1 ONE BEDROOM|SUI|SUITE|B1-C1|CAPACITY 1 ONE BEDROOM|
SUI.B1-C2|SUITE CAPACITY 2 ONE BEDROOM|SUI|SUITE|B1-C2|CAPACITY 2 ONE BEDROOM|
SUI.B1-C3|SUITE CAPACITY 3 ONE BEDROOM|SUI|SUITE|B1-C3|CAPACITY 3 ONE BEDROOM|
SUI.B1-C4|SUITE CAPACITY 4 ONE BEDROOM|SUI|SUITE|B1-C4|CAPACITY 4 ONE BEDROOM|
SUI.B1-C5|SUITE CAPACITY 5 ONE BEDROOM|SUI|SUITE|B1-C5|CAPACITY 5 ONE BEDROOM|
SUI.B1-CV|SUITE CITY VIEW ONE BEDROOM|SUI|SUITE|B1-CV|CITY VIEW ONE BEDROOM|
SUI.B1-DX|SUITE DELUXE ONE BEDROOM|SUI|SUITE|B1-DX|DELUXE ONE BEDROOM|
SUI.B1-DX-OV|SUITE DELUXE OCEAN VIEW ONE BEDROOM|SUI|SUITE|B1-DX-OV|DELUXE OCEAN VIEW ONE BEDROOM|
SUI.B1-EJ|SUITE EXECUTIVE ONE BEDROOM|SUI|SUITE|B1-EJ|EXECUTIVE ONE BEDROOM|
SUI.B1-FV|SUITE FOUNTAIN VIEW ONE BEDROOM|SUI|SUITE|B1-FV|FOUNTAIN VIEW ONE BEDROOM|
SUI.B1-GV|SUITE GARDEN VIEW ONE BEDROOM|SUI|SUITE|B1-GV|GARDEN VIEW ONE BEDROOM|
SUI.B1-KG|SUITE KING BED ONE BEDROOM |SUI|SUITE|B1-KG|KING BED ONE BEDROOM |
SUI.B1-LX|SUITE LUXURY ONE BEDROOM|SUI|SUITE|B1-LX|LUXURY ONE BEDROOM|
SUI.B1-OF|SUITE OCEAN FRONT ONE BEDROOM|SUI|SUITE|B1-OF|OCEAN FRONT ONE BEDROOM|
SUI.B1-OV|SUITE OCEAN VIEW ONE BEDROOM|SUI|SUITE|B1-OV|OCEAN VIEW ONE BEDROOM|
SUI.B1-PE|SUITE PREMIER ONE BEDROOM|SUI|SUITE|B1-PE|PREMIER ONE BEDROOM|
SUI.B1-PI|SUITE PREMIUM ONE BEDROOM|SUI|SUITE|B1-PI|PREMIUM ONE BEDROOM|
SUI.B1-PO|SUITE PARTIAL OCEAN VIEW ONE BEDROOM|SUI|SUITE|B1-PO|PARTIAL OCEAN VIEW ONE BEDROOM|
SUI.B1-SS|SUITE SIDE SEA VIEW ONE BEDROOM|SUI|SUITE|B1-SS|SIDE SEA VIEW ONE BEDROOM|
SUI.B1-SU|SUITE SUPERIOR ONE BEDROOM|SUI|SUITE|B1-SU|SUPERIOR ONE BEDROOM|
SUI.B1-TR|SUITE ONE BEDROOM WITH TERRACE|SUI|SUITE|B1-TR|ONE BEDROOM WITH TERRACE|
SUI.B1-VM|SUITE SEA VIEW ONE BEDROOM|SUI|SUITE|B1-VM|SEA VIEW ONE BEDROOM|
SUI.B1-VP|SUITE POOL VIEW ONE BEDROOM|SUI|SUITE|B1-VP|POOL VIEW ONE BEDROOM|
SUI.B2|SUITE TWO BEDROOMS|SUI|SUITE|B2|TWO BEDROOMS|
SUI.B2-1|SUITE TWO BEDROOMS|SUI|SUITE|B2-1|TWO BEDROOMS|
SUI.B2-2|SUITE TWO BEDROOMS|SUI|SUITE|B2-2|TWO BEDROOMS|
SUI.B2-3|SUITE TWO BEDROOMS|SUI|SUITE|B2-3|TWO BEDROOMS|
SUI.B2-4|SUITE TWO BEDROOMS|SUI|SUITE|B2-4|TWO BEDROOMS|
SUI.B2-5|SUITE TWO BEDROOMS|SUI|SUITE|B2-5|TWO BEDROOMS|
SUI.B2-6|SUITE TWO BEDROOMS|SUI|SUITE|B2-6|TWO BEDROOMS|
SUI.B2-BF|SUITE BEACH FRONT TWO BEDROOMS|SUI|SUITE|B2-BF|BEACH FRONT TWO BEDROOMS|
SUI.B2-C2|SUITE CAPACITY 2 TWO BEDROOMS|SUI|SUITE|B2-C2|CAPACITY 2 TWO BEDROOMS|
SUI.B2-C3|SUITE CAPACITY 3 TWO BEDROOMS|SUI|SUITE|B2-C3|CAPACITY 3 TWO BEDROOMS|
SUI.B2-C4|SUITE CAPACITY 4 TWO BEDROOMS|SUI|SUITE|B2-C4|CAPACITY 4 TWO BEDROOMS|
SUI.B2-C5|SUITE CAPACITY 5 TWO BEDROOMS|SUI|SUITE|B2-C5|CAPACITY 5 TWO BEDROOMS|
SUI.B2-C6|SUITE CAPACITY 6 TWO BEDROOMS|SUI|SUITE|B2-C6|CAPACITY 6 TWO BEDROOMS|
SUI.B2-C7|SUITE CAPACITY 7 TWO BEDROOMS|SUI|SUITE|B2-C7|CAPACITY 7 TWO BEDROOMS|
SUI.B2-C8|SUITE CAPACITY 8 TWO BEDROOMS|SUI|SUITE|B2-C8|CAPACITY 8 TWO BEDROOMS|
SUI.B2-CV|SUITE CITY VIEW TWO BEDROOMS|SUI|SUITE|B2-CV|CITY VIEW TWO BEDROOMS|
SUI.B2-DX|SUITE DELUXE TWO BEDROOM|SUI|SUITE|B2-DX|DELUXE TWO BEDROOM|
SUI.B2-EJ|SUITE EXECUTIVE TWO BEDROOMS|SUI|SUITE|B2-EJ|EXECUTIVE TWO BEDROOMS|
SUI.B2-GV|SUITE GARDEN VIEW TWO BEDROOMS|SUI|SUITE|B2-GV|GARDEN VIEW TWO BEDROOMS|
SUI.B2-KG|SUITE KING BED TWO BEDROOMS|SUI|SUITE|B2-KG|KING BED TWO BEDROOMS|
SUI.B2-LX|SUITE LUXURY TWO BEDROOMS|SUI|SUITE|B2-LX|LUXURY TWO BEDROOMS|
SUI.B2-NM|SUITE TWO BEDROOMS NON SMOKING|SUI|SUITE|B2-NM|TWO BEDROOMS NON SMOKING|
SUI.B2-OF|SUITE OCEAN FRONT TWO BEDROOMS|SUI|SUITE|B2-OF|OCEAN FRONT TWO BEDROOMS|
SUI.B2-OV|SUITE OCEAN VIEW TWO BEDROOMS|SUI|SUITE|B2-OV|OCEAN VIEW TWO BEDROOMS|
SUI.B2-PE|SUITE PREMIER TWO BEDROOMS|SUI|SUITE|B2-PE|PREMIER TWO BEDROOMS|
SUI.B2-PI|SUITE PREMIUM TWO BEDROOMS|SUI|SUITE|B2-PI|PREMIUM TWO BEDROOMS|
SUI.B2-PO|SUITE PARTIAL OCEAN VIEW TWO BEDROOMS|SUI|SUITE|B2-PO|PARTIAL OCEAN VIEW TWO BEDROOMS|
